LAMMPS (23 Jun 2022)

units real
boundary p p p
atom_style full
region mybox block -500.000000 500.000000 -500.000000 500.000000 -500.000000 500.000000
create_box 2 mybox bond/types 1 angle/types 0 dihedral/types 0 extra/special/per/atom 20 extra/bond/per/atom 20 extra/angle/per/atom 20
Created orthogonal box = (-500 -500 -500) to (500 500 500)
  1 by 1 by 1 MPI processor grid
#variable string MAA type 1
#variable Na type 2
molecule pol PDMAEMA.mol
Read molecule template pol:
  1 molecules
  0 fragments
  200 atoms with max type 2
  99 bonds with max type 1
  0 angles with max type 0
  0 dihedrals with max type 0
  0 impropers with max type 0
mass 1 157.21
mass 2 35.453
bond_style harmonic
bond_coeff 1 0.57 5
pair_style lj/cut/coul/long 4.568 500.0
pair_coeff 1 1 0.7 4.0 4.49
pair_coeff 2 2 0.1 4.3 4.8
kspace_style pppm 1e-6
create_atoms 0 single 0 0 0 mol pol 123
Created 200 atoms
  using lattice units in orthogonal box = (-500 -500 -500) to (500 500 500)
  create_atoms CPU = 0.002 seconds

velocity all create 300.0 4928459
pair_modify shift yes mix arithmetic
fix nvt all langevin 300 300 100.0 6138895 gjf vfull
fix nve all nve
dump xtc all xtc 1000 PDMAEMA.xtc
thermo      10000
timestep 2
run     1000000
PPPM initialization ...
  using 12-bit tables for long-range coulomb (src/kspace.cpp:342)
  G vector (1/distance) = 0.0042895475
  grid = 6 6 6
  stencil order = 5
  estimated absolute RMS force accuracy = 0.00018841187
  estimated relative force accuracy = 5.6739676e-07
  using double precision FFTW3
  3d grid and FFT values/proc = 1331 216
Generated 1 of 1 mixed pair_coeff terms from arithmetic mixing rule
Neighbor list info ...
  update every 1 steps, delay 10 steps, check yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 502
  ghost atom cutoff = 502
  binsize = 251, bins = 4 4 4
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair lj/cut/coul/long, perpetual
      attributes: half, newton on
      pair build: half/bin/newton
      stencil: half/bin/3d
      bin: standard
Per MPI rank memory allocation (min/avg/max) = 16.43 | 16.43 | 16.43 Mbytes
   Step          Temp          E_pair         E_mol          TotEng         Press     
    820000   296.7166      -38348.285      927.21938     -37245.059      0.0063555111 
    830000   295.61056     -38346.659      929.89537     -37241.413      0.0079294878 
    840000   295.36796     -38348.549      927.47571     -37245.867      0.021099282  
    850000   305.09448     -38344.628      930.35398     -37233.298      0.005389411  
    860000   298.52792     -38339.744      928.6454      -37234.018     -0.0028779245 
    870000   316.10543     -38328.322      929.42487     -37211.389     -0.0026451001 
    880000   270.00117     -38349.9        925.45216     -37264.289     -0.010857347  
    890000   299.67286     -38338.506      923.0362      -37237.709      0.0021536063 
    900000   312.96068     -38344.67       923.95079     -37235.077      0.0021488873 
    910000   326.01328     -38358.484      930.23091     -37234.868     -0.020682848  
    920000   303.30656     -38338.129      926.37308     -37231.841      0.016501398  
    930000   311.42156     -38365.356      935.0211      -37245.605     -0.00087487149
    940000   301.97837     -38331.158      924.67662     -37227.354     -0.0059523023 
    950000   302.6753      -38350.183      924.62121     -37246.02       0.012867821  
    960000   329.97801     -38359.916      929.01517     -37235.164      0.0033590351 
    970000   309.4213      -38366.684      936.80754     -37246.334      0.034465295  
    980000   272.49667     -38357.993      930.45704     -37265.896     -0.014266587  
    990000   284.75325     -38364.607      932.83178     -37262.865      0.035929282  
   1000000   277.50902     -38333.727      924.69441     -37244.42       0.017150515  
Loop time of 392.324 on 1 procs for 1000000 steps with 200 atoms

Performance: 440.453 ns/day, 0.054 hours/ns, 2548.917 timesteps/s
95.0% CPU use with 1 MPI tasks x no OpenMP threads

MPI task timing breakdown:
Section |  min time  |  avg time  |  max time  |%varavg| %total
---------------------------------------------------------------
Pair    | 267.7      | 267.7      | 267.7      |   0.0 | 68.23
Bond    | 1.3311     | 1.3311     | 1.3311     |   0.0 |  0.34
Kspace  | 88.783     | 88.783     | 88.783     |   0.0 | 22.63
Neigh   | 1.2069     | 1.2069     | 1.2069     |   0.0 |  0.31
Comm    | 7.7402     | 7.7402     | 7.7402     |   0.0 |  1.97
Output  | 0.07902    | 0.07902    | 0.07902    |   0.0 |  0.02
Modify  | 23.596     | 23.596     | 23.596     |   0.0 |  6.01
Other   |            | 1.89       |            |       |  0.48

Nlocal:            200 ave         200 max         200 min
Histogram: 1 0 0 0 0 0 0 0 0 0
Nghost:           1688 ave        1688 max        1688 min
Histogram: 1 0 0 0 0 0 0 0 0 0
